id,ra,dec,transient_label,host_label,offset,redshift,transient_mag,transient_filter,u,g,r,i,z
SN 2016fim,359.69458,36.19039,SN,GALAXY,0.00795543579617482,0.745702,19.2642,g-PTF,21.70566,22.41966,21.60284,21.16071,21.77595
SN 2016fik,351.29962,27.73251,SN,GALAXY,0.0435357032395638,0.123097,19.584,R-PTF,19.47283,17.32621,16.13824,15.61718,15.18103
SN 2016fig,352.335,22.54141,SN,GALAXY,0.0287951106912837,0.115769,19.6773,R-PTF,22.73407,20.11862,19.55442,19.265,18.91866
SN 2016fib,335.19142,26.58544,SN,GALAXY,0.0160021814882375,-9999,19.035,g-PTF,23.01155,23.94156,24.80191,24.36165,22.82699
SN 2016fhw,332.33604,26.17155,SN,GALAXY,0.00186441528930952,0.107307,19.458,R-PTF,20.9828,19.14396,18.24585,17.78708,17.45195
SN 2016fhy,320.699,16.47158,SN,GALAXY,0.0474582149986251,0.162304,19.8038,g-PTF,19.89312,18.75252,18.01752,17.61145,17.32903
SN 2016fhu,330.76658,11.90207,SN,GALAXY,0.0576413089610763,0.070165,18.6,r-Sloan,19.6076,17.96148,17.27711,16.72061,16.3757
SN 2016fhz,331.85392,20.72144,SN,GALAXY,0.0532389686815891,0.144751,19.338,g-PTF,24.02172,19.51133,18.75018,18.18406,18.0429
SN 2016fht,330.57271,29.53478,SN,GALAXY,0.0284851267531552,0.099933,20.159,R-PTF,18.82431,17.57525,16.87975,16.44203,16.19321
SN 2016fhn,23.66729,55.41898,SN,GALAXY,0.0331850208761769,0.078954,19.56,i-Sloan,21.84647,20.65003,20.05239,20.47994,20.78421
SN 2016ffo,42.42821,46.57685,SN,STAR,0.0211414790068132,0,17.94,i-Sloan,22.97439,21.73427,21.56333,21.40471,21.64041
SN 2016ffh,227.95617,46.25089,SN,STAR,0.0745004824080629,0,18.5,orange-ATLAS,23.49192,22.72253,21.14156,20.48749,20.15774
SN 2016fev,11.62196,8.43301,SN,GALAXY,0.0267582358272608,0.0283,18.44,w-PS1,17.09155,15.72548,15.0443,14.70209,14.44512
SN 2016fes,246.62171,62.09224,SN,GALAXY,0.0534000794331316,0.065593,18.3,r-Sloan,18.42255,17.23089,16.73724,16.42204,16.28112
SN 2016fck,24.2135,-8.80751,SN,GALAXY,0.0335521127363849,0.059337,17.83,z-Sloan,19.23048,17.60064,16.83195,16.46117,16.16042
SN 2016fee,353.44125,25.56403,SN,GALAXY,0.00489625705649296,0.104761,18.65,G-Gaia,20.83824,19.88213,19.57364,19.40605,19.36286
SN 2016fca,19.93917,9.89517,SN,GALAXY,0.0192653661299798,0.055705,18.91,G-Gaia,19.43192,18.37847,17.95169,17.73849,17.61926
SN 2016fbz,359.81667,22.05019,SN,GALAXY,0.0627219412198217,0.047004,17.4,G-Gaia,18.51167,17.77818,17.64079,17.41461,17.3461
SN 2016fbo,15.39792,17.10119,SN,GALAXY,0.064579793192308,0.073226,17.31,G-Gaia,19.91031,18.96632,18.58767,18.35386,18.16169
SN 2016ezh,29.51975,-0.87271,SN,GALAXY,0.00396023330252923,0.121132,17.12,w-PS1,19.68695,18.63085,18.07897,17.67555,17.53605
SN 2016faa,264.40125,43.51999,SN,GALAXY,0.0294347762782153,0.028593,17.22,r-Sloan,16.89327,15.09859,14.34326,13.97594,13.65388
SN 2016eyn,51.57,17.06283,SN,GALAXY,0.0579736389116578,0.068116,19.93,G-Gaia,18.36143,17.32598,16.84929,16.45388,16.33078
SN 2016exa,356.766,-1.72827,SN,GALAXY,0.00873193360572912,0.054925,17.78,cyan-ATLAS,18.24265,17.28433,16.82577,16.53826,16.36685
SN 2016ews,225.65229,23.35265,SN,GALAXY,0.0420434936287279,0.242123,17.5,Clear-,23.03398,21.23325,20.47066,20.10521,20.16196
SN 2016eub,1.60517,-0.29614,SN,STAR,0.0200297106823642,0,20.02,w-PS1,24.34898,23.48262,23.35957,23.96727,22.81088
SN 2016esh,241.05979,16.69002,SN,GALAXY,0.00994899554835587,0.064748,17.4,V-Johnson,18.70928,17.17944,16.44112,16.07974,15.86683
SN 2016epd,43.03879,-8.67347,SN,GALAXY,0.0606915163367143,0.091689,18.09,cyan-ATLAS,19.37199,18.05798,17.38972,17.05957,16.78954
SN 2016eob,0.77967,-1.91169,SN,GALAXY,0.00678354789753796,-9999,16.53,Clear-,22.17128,21.6844,21.90153,24.28524,22.8269
SN 2016eno,351.32408,-18.87839,SN,GALAXY,0.0150151292360784,0.293199,18.48,cyan-ATLAS,23.44007,22.162,21.43834,22.21181,24.38637
SN 2016enp,353.60537,-6.57841,SN,GALAXY,0.0481675671324365,0.080678,17.93,cyan-ATLAS,19.77501,18.80389,18.41199,18.35412,18.29408
SN 2016enk,231.62308,41.7344,SN,GALAXY,0.0172845750177622,0.095097,16.58,V-Johnson,22.96798,21.51832,21.3681,21.68045,22.33158
SN 2016eky,344.91462,2.14977,SN,GALAXY,0.0311838009649136,0.146348,17.75,r-Sloan,21.75207,20.79738,20.40165,20.19031,20.37913
SN 2016ejc,244.57625,42.60414,SN,GALAXY,0.020317372665278,0.04331,18.86,G-Gaia,18.90228,17.61686,17.149,16.91043,16.80065
SN 2016eja,336.38233,38.98431,SN,GALAXY,0.050587334574198,0.038065,16.8,V-Johnson,17.56568,16.42282,15.88428,15.55762,15.33458
SN 2016ehy,229.98292,5.40533,SN,GALAXY,0.00712119359497346,-9999,17.64,G-Gaia,25.24021,22.45777,22.49919,21.95858,23.31149
SN 2016ege,5.97496,28.33274,SN,GALAXY,0.0982960750844523,0.038346,18.23,i-Sloan,17.31151,16.5911,16.40597,16.51825,16.87226
SN 2016eai,172.23208,25.86133,SN,GALAXY,0.00935408764014458,0.040618,17.66,G-Gaia,18.66969,17.70599,17.36857,17.1763,17.10548
SN 2016eay,180.71542,44.25761,SN,GALAXY,0.00209760543134436,0.437123,17.35,G-Gaia,22.12942,21.72541,21.75536,21.17904,21.74952
SN 2016dln,323.29629,0.93989,SN,GALAXY,0.0203568652587606,0.044455,19.55,w-PS1,19.49945,18.54101,18.33718,18.14158,17.99266
SN 2016daj,31.15625,21.58568,SN,GALAXY,0.0384624636819344,0.201002,16.6,V-Johnson,24.17945,24.82712,22.64609,23.55646,22.72647
SN 2016cyw,21.48438,16.59548,SN,GALAXY,0.0561842851983569,0.020413,17.2,Clear-,24.63465,22.44517,21.85349,22.74064,22.82689
SN 2016cyj,181.73996,27.30137,SN,GALAXY,0.0187752123995367,0.054445,17.2,V-Johnson,18.01908,16.54655,15.86919,15.49973,15.21251
SN 2016cwh,229.43571,8.68505,SN,STAR,0.0720150387441072,0,21.03,g-PTF,24.69404,21.30148,19.74218,18.77771,18.29219
SN 2016cwf,229.92408,11.03799,SN,GALAXY,0.000888972913303315,0.555597,19.78,R-PTF,23.21931,22.02929,21.37534,20.8178,20.62565
SN 2016cwd,228.34867,27.77732,SN,GALAXY,0.0565943586293801,0.551979,20.65,g-PTF,23.97601,23.05049,22.27386,22.46722,22.3846
SN 2016cwc,251.39321,22.90845,SN,GALAXY,0.0982433873648287,0.997036,20.64,g-PTF,22.78581,22.86764,23.32716,22.429,22.24442
SN 2016cwa,239.55425,22.60377,SN,GALAXY,0.0284852419117778,0.129106,20.07,R-PTF,20.80584,19.40746,18.66336,18.23462,17.96709
SN 2016cwb,244.83254,39.52723,SN,GALAXY,0.0318796931619869,0.241538,20.47,g-PTF,21.74939,20.72938,20.08376,19.84808,19.53232
SN 2016cvz,246.33662,57.73774,SN,GALAXY,0.0484121439883117,0.155086,20.91,g-PTF,24.05491,21.35073,20.85558,20.84689,20.07248
SN 2016cvx,188.28108,56.4372,SN,GALAXY,0.00783020813198264,0.184009,21.15,g-PTF,20.42595,19.01694,18.08024,17.57749,17.31636
SN 2016cvy,231.90137,57.85648,SN,GALAXY,0.0979547305900757,0.058049,20.19,g-PTF,18.45914,16.6545,15.8352,15.46645,15.17702
SN 2016cvl,220.44417,19.25185,SN,GALAXY,0.0229620214988197,0.031273,17.5,V-Johnson,16.92978,15.04235,14.19568,13.78503,13.47296
SN 2016cvj,248.24675,31.96202,SN,GALAXY,0.0256625611432453,0.832341,19.01,cyan-ATLAS,22.29379,22.75807,21.65818,21.59119,22.24072
SN 2016cuv,244.81142,40.42058,SN,GALAXY,0.0272559260988199,0.084955,18.5,Clear-,19.92262,18.92646,18.63476,18.33705,18.47936
SN 2016csv,252.03821,46.09005,SN,GALAXY,0.00784697563591707,0.534885,18.42,cyan-ATLAS,22.41503,22.06639,22.45521,22.20945,21.92135
SN 2016csr,228.62933,6.6873,SN,STAR,0.0750050617499108,0,18.69,cyan-ATLAS,25.24821,23.39727,22.22376,21.59467,21.21656
SN 2016csi,248.45613,33.32862,SN,GALAXY,0.0533867417175379,0.025799,18.67,cyan-ATLAS,16.29154,14.93737,14.27942,13.94375,13.69883
AT 2016csm,210.51292,46.22617,VS,STAR,0.00754813308858726,0,13.2,Clear-,19.85517,19.49609,19.63528,19.89335,20.10418
SN 2016csg,258.55471,41.5618,SN,GALAXY,0.0730936101057016,0.387871,18.82,cyan-ATLAS,23.72136,22.62212,21.98388,21.62684,21.90013
SN 2016cpy,221.77729,11.5949,SN,GALAXY,0.0862604656740399,0.017413,16.8,V-Johnson,16.02512,14.02942,13.18607,12.75781,12.4578
SN 2016cra,254.07162,41.3885,SN,GALAXY,0.00106051775455137,0.133327,19.96,r-Sloan,21.17894,19.92531,19.36704,19.02766,18.85274
SN 2016cqj,359.05725,-0.54123,SN,GALAXY,0.073141140584125,0.021544,18.0,V-Johnson,16.66848,15.41241,14.88,14.63214,14.41148
SN 2016cpc,258.35087,42.89503,SN,STAR,0.0282082339573124,0,19.2,Clear-,23.56038,21.89838,21.81168,22.26266,22.82691
SN 2016cor,236.13,16.30356,SN,STAR,0.0355819585661119,0,17.9,Clear-,22.57505,23.2121,23.08378,22.88973,22.83336
SN 2016com,193.19962,55.0598,SN,GALAXY,0.0933508934434873,0.076043,19.72,g-PTF,18.66638,16.90014,16.00928,15.56248,15.22626
SN 2016coo,175.25929,35.49191,SN,GALAXY,0.0786875613973512,0.045127,18.79,R-PTF,18.52945,17.56575,17.27842,17.06767,16.9506
SN 2016con,198.37808,43.52954,SN,GALAXY,0.0993268144443777,0.06802,20.26,g-PTF,20.09056,18.9882,18.52849,18.35519,18.04053
SN 2016col,184.52742,29.46786,SN,GALAXY,0.053889886845099,0.153091,20.81,g-PTF,19.78886,18.6953,18.02356,17.61329,17.38537
SN 2016coi,329.76725,18.18624,SN,GALAXY,0.00766720574017352,0.130383,15.7,V-Johnson,25.03637,21.31522,21.40164,21.18511,22.17228
SN 2016cmq,186.16192,7.91329,SN,GALAXY,0.0144143689561865,0.056821,18.83,i-Sloan,18.74413,16.99249,16.22801,15.87904,15.62039
SN 2016cnv,237.77487,34.4313,SN,GALAXY,0.0193187403616251,0.026317,17.7,r-Sloan,17.54388,16.26972,15.82429,15.5831,15.44343
SN 2016clf,188.42392,7.28815,SN,GALAXY,0.0211487340362337,0.153414,20.5,g-PTF,20.33739,19.32551,18.80245,18.73708,18.22832
SN 2016cle,181.654,-2.65082,SN,GALAXY,0.0631426685260287,0.089341,20.68,g-PTF,19.16003,17.81198,17.11673,16.71717,16.41669
SN 2016cld,199.59533,31.58795,SN,GALAXY,0.0150234623631839,0.220022,20.4,g-PTF,22.33297,20.38973,19.11998,18.67429,18.29403
SN 2016clc,208.99629,36.69789,SN,GALAXY,0.0134439837896485,0.221897,20.48,g-PTF,21.41714,20.65434,20.1538,20.09724,19.94796
SN 2016clb,201.11137,43.95218,SN,STAR,0.0291592184084555,0,19.49,R-PTF,23.63091,22.04854,21.91655,22.20841,21.82445
SN 2016chp,213.66796,15.11317,SN,GALAXY,0.0179096561819187,0.167136,20.29,r-Sloan,21.76508,20.46689,19.77713,19.4043,19.15041
SN 2016ccz,217.78858,27.23606,SN,GALAXY,0.09042205137346,0.012141,18.03,g-PTF,15.52144,14.82791,14.64548,14.58751,14.46762
SN 2016cda,232.9635,37.4133,SN,GALAXY,0.0480589059156726,0.095103,17.6,V-Johnson,20.1856,18.90608,18.38554,18.06834,17.97141
SN 2016ccy,195.90487,55.10315,SN,STAR,0.0915132890897891,0,20.12,g-PTF,22.25869,21.36887,21.5843,21.40495,21.83446
SN 2016ccw,182.16512,18.29158,SN,GALAXY,0.0133382733445854,0.219216,18.74,g-PTF,20.37759,19.53188,19.32876,19.22556,19.20389
SN 2016ccv,119.14267,19.99733,SN,GALAXY,0.0479194179924275,0.10511,20.87,g-PTF,19.6987,18.96051,18.72877,18.44388,18.65577
SN 2016ccs,221.33375,3.83778,SN,GALAXY,0.0571784873723076,0.056277,18.0,Clear-,26.88208,17.45428,17.04376,16.78694,16.69705
SN 2016cct,171.39892,32.32152,SN,STAR,0.0266943529719091,0,16.9,V-Johnson,22.10637,21.94408,22.04426,22.23637,22.82691
SN 2016cck,263.9075,8.80899,SN,STAR,0.0563814407810542,0,17.8,r-Sloan,22.53438,20.92962,20.55457,20.43949,20.1937
SN 2016ccj,257.59967,26.39664,SN,STAR,0.066606817029832,0,17.45,V-Johnson,23.84389,23.19898,22.6409,22.06667,22.53834
SN 2016ccf,131.04604,34.7155,SN,STAR,0.0558930859269977,0,17.05,V-Johnson,23.6213,22.27164,22.77742,24.06941,22.8269
SN 2016cce,203.36333,5.48273,SN,STAR,0.0144316821860411,0,18.4,r-Sloan,24.63465,22.19069,22.08,21.5763,22.33144
SN 2016cbx,177.72721,2.30599,SN,GALAXY,0.0977288359996738,0.061668,16.9,V-Johnson,19.56717,18.50672,18.07432,18.04146,17.7976
SN 2016bsd,137.67325,50.03442,SN,GALAXY,0.0328149354789787,0.072965,18.0,Clear-,19.01559,17.96297,17.64364,17.28105,17.25162
SN 2016cby,155.00717,56.46104,SN,GALAXY,0.012785144524474,0.031708,17.2,V-Johnson,17.77113,16.71325,16.31809,16.09053,15.93962
SN 2016bsc,134.96758,49.77108,SN,STAR,0.0149637265103812,0,18.0,Clear-,23.86235,22.41221,22.93598,21.92397,21.53418
SN 2016bsa,331.14817,42.32575,SN,GALAXY,0.0969704623703259,0.521233,16.3,V-Johnson,19.17033,17.20218,16.56178,16.91024,20.33298
SN 2016brw,257.11083,25.51431,SN,STAR,0.0509729652805372,0,18.2,Clear-,24.321,25.11437,24.80203,24.3618,21.51613
SN 2016brv,181.31033,10.61539,SN,STAR,0.0853667377173514,0,17.4,Clear-,21.49793,20.56215,19.71226,19.31353,19.32636
SN 2016bru,251.22662,21.03153,SN,GALAXY,0.0391204123634989,0.0946,19.86,g-PTF,19.88858,18.71799,18.21708,17.91629,17.77191
SN 2016brs,217.41096,37.97444,SN,GALAXY,0.0130706532675963,0.395216,21.03,g-PTF,22.7161,22.3621,21.98498,21.58778,22.28366
SN 2016brr,181.54196,30.91969,SN,GALAXY,0.00287546827521341,0.221672,21.11,g-PTF,22.20671,20.39451,19.23255,18.70911,18.47848
SN 2016brt,220.22371,9.3115,SN,GALAXY,0.00935216126263369,0.125122,20.32,g-PTF,20.85626,19.57624,18.9645,18.57827,18.34071
SN 2016brp,181.65379,25.56394,SN,GALAXY,0.00153322681088496,0.154901,19.94,g-PTF,21.28625,19.71575,18.79591,18.41857,18.10738
SN 2016brq,253.62858,23.26117,SN,GALAXY,0.00363666724236775,0.076804,19.34,g-PTF,20.13838,18.16374,17.25795,16.84074,16.52136
SN 2016bmc,287.65554,37.65473,SN,GALAXY,0.0433198422100815,0.028718,16.9,V-Johnson,17.19961,15.32455,14.32576,13.79163,13.3621
SN 2016bma,251.60746,40.04505,SN,GALAXY,0.0182717052379776,0.021948,18.5,r-Sloan,18.07432,16.70834,16.34702,16.18139,16.18376
SN 2016blz,235.12179,0.9101,SN,GALAXY,0.0214738507883177,0.015097,16.3,V-Johnson,18.04874,17.01442,16.67688,16.52227,16.42284
SN 2016blp,164.02308,14.49034,SN,GALAXY,0.0677482620255551,0.068895,18.9957,gr-LSQ,18.88529,17.62433,17.12012,16.81582,16.67973
SN 2016bll,128.32625,19.34578,SN,GALAXY,0.0378065337725929,-9999,17.9,r-Sloan,17.35981,16.86901,16.69604,16.75267,16.67516
SN 2016blh,212.41871,-0.65668,SN,GALAXY,0.0521821008060286,0.819252,17.4,r-Sloan,24.6348,21.80977,19.26544,24.36177,22.82697
SN 2016blg,201.808,-2.27007,SN,GALAXY,0.0555772495003127,0.089031,18.4,r-Sloan,21.10192,19.7106,19.41304,19.04528,19.00029
SN 2016bld,196.2545,34.51197,SN,GALAXY,0.021158191783939,0.147213,20.12,g-PTF,20.49752,18.55322,17.46186,17.03015,16.69217
SN 2016blb,174.336,-4.91023,SN,STAR,0.055068977687224,0,16.3,V-Johnson,22.19812,22.0908,21.66699,22.12528,22.57009
SN 2016bla,116.36225,29.89098,SN,GALAXY,0.0202103877398249,0.354537,17.6,r-Sloan,20.94621,20.62455,20.74916,20.79355,20.99122
SN 2016bir,198.5245,33.91934,SN,STAR,0.0062826875839034,0,17.3982,r-Sloan,23.77546,22.72533,22.7024,23.30405,22.96514
SN 2016bfy,171.54321,44.3448,SN,GALAXY,0.0101138589259705,0.098474,20.93,g-PTF,19.97796,18.07778,17.13728,16.72146,16.42547
SN 2016bfx,180.1115,31.59853,SN,GALAXY,0.00564997135504413,0.154852,20.69,g-PTF,21.01253,19.47427,18.51189,18.07742,17.72679
SN 2016bhr,216.33575,32.48222,SN,GALAXY,0.00944995534368018,0.015068,17.248,r-Sloan,15.69292,14.34497,13.90606,13.6763,13.52123
SN 2016bfw,119.11042,28.11222,SN,GALAXY,0.0294808673304972,0.101444,20.03,g-PTF,19.85023,18.74948,18.24563,17.87641,17.70036
SN 2016bey,174.41762,57.07819,SN,GALAXY,0.00573221818715312,0.079251,18.43,cyan-ATLAS,19.48114,17.62218,16.73073,16.32932,15.99339
SN 2016bew,215.07525,-22.18906,SN,STAR,0.0840922750571473,0,21.6308,gr-LSQ,23.69466,24.65247,24.5367,22.07688,22.89819
SN 2016bdu,197.55812,32.52058,SN,GALAXY,0.0363989996357342,0.162188,20.8707,r-Sloan,22.07627,21.18931,20.93513,20.9881,21.06795
AT 2016ays,118.51229,-1.23242,VS,GALAXY,0.00147258852259923,0.69211,17.38,orange-ATLAS,22.32478,21.95266,21.78947,21.89479,21.22782
SN 2016ayg,112.5725,25.03222,SN,GALAXY,0.0510416129039918,0.077062,18.3,r-Sloan,21.1028,19.7369,19.37271,19.24179,19.30251
SN 2016bam,116.71967,39.02272,SN,GALAXY,0.0582517103346198,0.197396,16.1,Clear-,22.17746,21.07666,20.99769,20.88747,20.94486
SN 2016ayf,206.25217,61.28025,SN,GALAXY,0.00702006279106783,0.029429,16.8,V-Johnson,16.13666,14.51873,13.77248,13.37366,13.06304
SN 2016aws,154.89425,-1.00906,SN,GALAXY,0.0118128313204676,0.866809,20.3773,w-PS1,22.1974,21.96627,22.02974,21.48803,20.82192
SN 2016aud,228.47625,4.75726,SN,GALAXY,0.00669345446220673,0.065089,17.2,V-Johnson,19.95131,18.30361,17.7136,17.42514,17.19983
SN 2016arr,214.83746,-20.95172,SN,GALAXY,0.0698828262938243,0.012489,16.8,V-Johnson,16.30465,14.51874,13.59269,13.10991,12.67166
AT 2016arp,113.35612,37.62911,VS,STAR,0.00470189303361354,0,15.68,r-Sloan,22.12629,21.88987,22.08975,22.47853,21.72241
SN 2016arh,167.52617,8.72055,SN,GALAXY,0.0168564755222887,0.125304,18.43,g-PTF,22.21859,20.82409,20.43487,20.19198,20.23637
SN 2016arj,197.76933,49.31792,SN,GALAXY,0.0335976498433385,0.069193,20.18,g-PTF,19.28363,17.99118,17.39623,16.97978,16.68281
SN 2016ari,196.46346,46.97308,SN,GALAXY,0.0427877948007943,0.13827,20.3,g-PTF,20.33194,19.42593,18.9818,18.63755,18.7607
SN 2016aqz,197.99167,14.56638,SN,GALAXY,0.0461630657934615,0.035953,16.9,V-Johnson,17.5244,16.21873,15.53271,15.17129,14.8571
SN 2016aqv,225.96108,48.38056,SN,STAR,0.0213673343645115,0,17.3,r-Sloan,23.1174,20.97534,20.90024,20.74467,22.8269
SN 2016aqp,72.18096,-4.97875,SN,GALAXY,0.0980459522247079,-9999,17.7,Clear-,24.53528,15.45511,15.04052,14.77756,21.12836
SN 2016aqt,206.46146,26.7965,SN,GALAXY,0.0351640024700478,0.036496,16.7,Clear-,18.88813,17.84568,17.52728,17.32392,17.18139
SN 2016alt,99.25812,44.25667,SN,GALAXY,0.0167349070747489,0.166844,18.5607,r-Sloan,21.2139,20.47116,19.93699,19.50238,19.43125
SN 2016ajp,118.088,12.05814,SN,GALAXY,0.0119713147046162,0.193487,20.63,g-PTF,22.66199,21.3553,20.8356,20.66315,20.58226
SN 2016ajr,118.48604,33.01681,SN,STAR,0.00320858612165907,0,20.87,g-PTF,24.70584,23.03558,22.75567,22.95623,22.92716
AT 2016ajn,111.88183,33.77662,VS,GALAXY,0.0130931036759769,0.40229,15.3,Clear-,22.93439,22.10247,21.76153,21.81723,22.89992
SN 2016aje,142.30104,12.93022,SN,GALAXY,0.0826327093786131,0.075431,18.5595,gr-LSQ,19.10116,17.43246,16.61901,16.20266,15.88861
SN 2016agd,186.74817,11.47581,SN,GALAXY,0.00650836437876887,0.104102,19.5728,w-PS1,20.87608,19.42976,18.894,18.58806,18.49869
SN 2016afk,155.62458,15.09659,SN,GALAXY,0.0135665972200774,0.038429,19.755,w-PS1,18.07924,17.01028,16.59455,16.33217,16.09627
SN 2016afj,155.53842,15.47203,SN,GALAXY,0.0590291241887247,0.080522,19.7956,w-PS1,19.94126,18.71471,18.19117,17.86214,17.67194
SN 2016afb,115.12337,10.93328,SN,GALAXY,0.0535574381899952,0.187248,17.72,r-Sloan,24.95632,23.34756,21.96748,22.10276,21.79235
SN 2016aey,148.66121,39.54319,SN,GALAXY,0.052867825851853,0.039271,18.13,orange-ATLAS,16.98285,15.94882,15.56775,15.32074,15.17245
SN 2016aew,212.86037,1.28596,SN,GALAXY,0.072525002757243,0.011856,17.3,V-Johnson,16.16003,14.24084,13.38016,12.9571,12.61802
SN 2016adp,50.42679,42.09706,SN,GALAXY,0.0932123721096055,0.0321,16.5,orange-ATLAS,18.13891,16.2953,15.3665,14.9038,14.53237
SN 2016ado,30.77412,-3.84111,SN,GALAXY,0.0571919030487154,0.038998,17.0,orange-ATLAS,17.59297,15.91928,15.26016,14.93283,14.71332
SN 2016adn,47.64358,4.26967,SN,GALAXY,0.0797960148630358,0.080532,16.5,cyan-ATLAS,24.2369,23.12466,22.76572,21.28792,22.72407
SN 2016acs,163.7425,14.27161,SN,GALAXY,0.0305974672575873,0.734841,19.455,w-PS1,21.55483,21.12195,21.76833,21.8899,22.07697
SN 2016acx,194.85458,27.74027,SN,GALAXY,0.0939928342345115,0.043066,17.4,V-Johnson,17.64852,15.85508,15.05124,14.64924,14.35283
SN 2016aak,138.55421,16.74172,SN,GALAXY,0.0708161117217749,0.029451,18.25,w-PS1,16.20202,14.35296,13.45491,13.01958,12.72403
SN 2016zr,138.47562,29.08134,SN,GALAXY,0.0366742421126572,0.073584,19.1471,r-Sloan,17.79688,16.81147,16.36621,16.02039,15.85373
SN 2016ze,165.52546,36.90306,SN,GALAXY,0.0889360898932102,0.113938,19.61,g-PTF,20.36332,18.69522,17.78584,17.38493,17.07598
SN 2016xb,168.50708,67.85793,SN,GALAXY,0.0469878814854087,0.941392,19.7144,i-Sloan,21.88857,20.67853,21.05258,21.53734,20.84384
SN 2016sr,206.71754,7.39706,SN,STAR,0.041278920270363,0,19.9052,r-Sloan,24.34435,22.93151,22.56497,23.03171,20.6216
SN 2016vv,202.33571,12.22682,SN,GALAXY,0.0753231954197359,0.089516,20.0642,r-Sloan,18.44532,17.37426,16.82802,16.47203,16.24463
SN 2016ut,174.15071,-3.07731,SN,GALAXY,0.0532097339216363,0.121734,19.7458,w-PS1,20.33033,19.21627,18.68653,18.34223,18.18117
SN 2016nx,57.03958,10.26909,SN,GALAXY,0.00606265629638585,0.376849,17.9585,w-PS1,21.37543,22.11082,21.008,19.34417,20.52112
SN 2016ns,160.51879,-0.15516,SN,GALAXY,0.0149646784249885,0.201737,20.4741,w-PS1,20.26869,19.58499,18.98142,18.64655,18.42158
SN 2016er,173.48729,49.17367,SN,GALAXY,0.0111862174693231,-9999,20.18,g-PTF,22.55873,23.32675,22.12957,22.40111,23.67405
SN 2016eq,193.41958,51.26371,SN,GALAXY,0.00157890440302062,0.149259,19.87,g-PTF,23.02336,21.47948,21.17214,20.94356,20.95559
SN 2016ep,181.77562,9.40088,SN,GALAXY,0.010628689854205,0.087343,18.92,R-PTF,21.19753,20.32598,20.18715,19.91685,20.28749
SN 2016en,108.81675,13.61637,SN,GALAXY,0.00486823184086972,0.122139,20.44,R-PTF,20.84669,19.46624,18.75187,18.32272,18.08709
SN 2016em,19.35471,32.92136,SN,GALAXY,0.0488935743424919,0.042813,18.13,g-PTF,18.44775,17.30166,16.86837,16.59393,16.4574
SN 2016eo,188.73767,9.84343,SN,GALAXY,0.00943520105723358,0.167366,20.07,R-PTF,21.47771,19.80997,18.77318,18.3521,18.05448
SN 2016ek,136.82321,56.0025,SN,GALAXY,0.0363696537167418,-9999,19.78,g-PTF,18.16025,22.23493,21.99787,20.89092,19.48785
SN 2016ei,163.89167,-3.3663,SN,GALAXY,0.0802547805601282,0.062994,18.7638,r-Sloan,18.11549,16.65092,15.98973,15.62294,15.37631
SN 2016al,187.79675,57.49554,SN,GALAXY,0.0435942536992608,0.011739,18.67,g-PTF,20.17365,19.10073,18.95449,18.86118,18.94512
SN 2016ak,124.14442,24.49537,SN,GALAXY,0.0189824374682966,0.674006,18.1589,w-PS1,20.82223,20.32993,20.42608,20.38298,20.34216
SN 2016ad,139.16971,22.298,SN,GALAXY,0.0239790561296805,0.053905,19.1957,w-PS1,19.08837,17.89697,17.44059,17.15748,17.01107
SN 2016ai,141.11025,5.17076,SN,GALAXY,0.0708182438669961,0.099434,19.0944,w-PS1,19.46632,18.23555,17.6178,17.27192,17.0491
SN 2016ac,177.8675,22.02636,SN,GALAXY,0.0242226633940874,0.013195,16.5,V-Johnson,16.12303,14.27339,13.38163,12.9899,12.66587
SN 2016ah,162.80229,19.36251,SN,GALAXY,0.0535190741706669,0.051277,17.816,r-Sloan,18.01339,16.77249,16.14349,15.80109,15.53457
SN 2016U,158.58029,3.40708,SN,GALAXY,0.063399147233403,0.079219,20.9558,w-PS1,18.46352,17.07893,16.40668,16.00245,15.77556
SN 2016S,154.27933,15.80997,SN,GALAXY,0.0739623501623001,0.075621,19.6706,w-PS1,19.03833,18.11504,17.83024,17.56596,17.50553
SN 2016T,116.43067,31.00772,SN,GALAXY,0.0584734947294592,0.06336,20.7039,w-PS1,19.01412,17.12512,16.17874,15.64308,15.23014
SN 2016Q,122.58275,19.44672,SN,GALAXY,0.0139068911878233,0.109913,20.3428,w-PS1,20.15059,19.30887,18.93119,18.70734,18.58662
SN 2016I,219.93637,23.39535,SN,STAR,0.0273525168538641,0,17.1,V-Johnson,22.02903,22.38813,22.42371,23.23754,22.8504
SN 2016G,45.99058,43.40097,SN,STAR,0.0700014990839724,0,17.2,Clear-,22.16002,22.03962,22.42722,23.9593,22.8269
SN 2016F,24.88346,33.82668,SN,GALAXY,0.0564235194244852,0.124264,16.2,V-Johnson,23.09743,22.48943,21.89405,23.44468,21.68341
SN 2016A,122.31037,0.28089,SN,GALAXY,0.0725312010198468,0.221408,16.8,V-Johnson,21.67194,20.19691,19.17448,18.68007,18.60629
SN 2015cq,247.41083,40.23611,SN,GALAXY,0.0664031659046844,0.071711,23.46,g-Sloan,18.4578,16.99661,16.22299,15.80714,15.45882
SN 2015cg,17.60042,23.3575,SN,GALAXY,0.0472955511678609,0.038488,17.7,g-Sloan,18.70542,17.75086,17.45626,17.2414,17.09387
