ID,Name,RA,DEC,Type,Redshift,Host Name,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS objid,SDSS type,SDSS offset,SDSS ra,SDSS dec,SDSS u,SDSS g,SDSS r,SDSS i,SDSS z,SDSS redshift,SDSS err_u,SDSS err_g,SDSS err_r,SDSS err_i,SDSS err_z,SDSS err_redshift
15426,SN 2016gyd,349.16671,29.89548,SN Ia,0.117,,,iPTF,iPTF,iPTF,iPTF16gyd,P48 - CFH12k,DCT - Deveny+LMI,1,1,2016-11-01,19.9992,R-PTF,2016-10-07 06:07:12,iPTF_Bot1,,1237680530816237992,3,0.0147236827454704,349.166532098808,29.8952891284541,19.93901,17.80553,16.74693,16.25428,15.85811,0.106656,0.07440551,0.006594279,0.004747587,0.004991564,0.009218874,0.009159
15382,SN 2016gwm,357.17533,30.55822,SN II,0.05,,,iPTF,iPTF,iPTF,iPTF16gwm,P48 - CFH12k,P200 - DBSP,1,1,2016-10-29,19.106,g-PTF,2016-10-05 08:39:50,iPTF_Bot1,,1237680530819317892,3,0.0666302891110446,357.176605519109,30.5583837527254,18.90445,17.44652,16.72798,16.35326,16.0161,0.04943,0.0425767,0.006047013,0.005317997,0.005934612,0.01332666,0.023472
15412,SN 2016gxq,124.36179,21.69043,SN Ia,0.015,UGC 4308  ,0.0119,"SNHunt, GaiaAlerts, Pan-STARRS1",PESSTO,CRTS; GaiaAlerts; Pan-STARRS1; SNHunt,,"Other - Other, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.9,V-crts-CRTS,2016-10-04 10:53:21,Drake,,1237664837535858990,6,0.0102141308520433,124.361929929242,21.6905398843212,23.20588,21.71762,21.17896,20.97449,20.43629,0,0.5981142,0.06850825,0.06206867,0.07166394,0.1431555,0
15346,SN 2016gvc,33.84242,-5.30744,SN Ia,0.045,,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16emb,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,18.36,z-Sloan,2016-09-30 14:57:07,PS1_Bot1,,1237679253060583516,3,0.0485411601714085,33.8428610457393,-5.30811945237048,17.73108,16.05902,15.25438,14.86779,14.53488,0.046393,0.02132855,0.003347307,0.002777377,0.002773673,0.005071572,0.012885
15266,SN 2016gsk,310.2915,-5.09951,SN Ic,0.021,,,ATLAS,PESSTO,ATLAS,ATLAS16czw,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,17.71,cyan-ATLAS,2016-09-27 07:53:45,ATLAS_Bot1,,1237652600634081487,3,0.0123341145701304,310.291705205357,-5.09953195208901,19.8892,24.88637,23.68025,24.60367,22.96598,-9999,0.0887098,2.224999,1.54562,2.537091,2.36877,-9999
15308,SN 2016gtq,340.15758,-1.64119,SN Ia,0.059,,,ATLAS,PESSTO,ATLAS,ATLAS16dbc,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,18.48,cyan-ATLAS,2016-09-27 09:20:09,ATLAS_Bot1,,1237679998233936032,3,0.0123828516611023,340.157388662118,-1.64126754293049,18.86297,17.84158,17.44361,17.14259,16.91858,0.062389,0.04687977,0.009814125,0.01072739,0.01367375,0.03583325,0.016318
15255,SN 2016grz,28.88729,33.82297,SN Ia,0.087,SDSS J015533.01+334921.3,,TNTS,TNTS,TNTS,,BAO-0.6m - BATC,Lijiang-2.4m - YFOSC,1,1,,19.1,Clear-,2016-09-28 19:12:00,Li,,1237678809070568139,3,0.02591545189321,28.8875658827384,33.8226039003102,21.09424,20.09368,19.57171,19.30333,19.48423,0.153607,0.2495635,0.03261578,0.03719769,0.04219661,0.2072533,0.045832
15237,SN 2016grh,321.41946,-2.22484,SN Ia,0.096,,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16ell,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.23,w-PS1,2016-09-26 07:12:00,PS1_Bot1,,1237666228595917383,6,0.0437636274111118,321.418891609855,-2.22529764061245,23.10459,21.06257,19.65742,18.80658,18.30339,0,0.6377167,0.04474827,0.01966894,0.01537265,0.03230835,0
15230,SN 2016gra,33.97692,4.19478,SN II,0.032,,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16elt,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,20.09,w-PS1,2016-09-27 10:59:31,PS1_Bot1,,1237678622779048201,6,0.0309788962979673,33.9772113814292,4.19520676961156,22.49387,22.28775,22.76916,22.52501,21.70059,0,0.3382275,0.1258461,0.2589728,0.2816234,0.5268669,0
15122,SN 2016gmw,16.13975,-1.98387,SN Ia,0.06,,,"iPTF, Pan-STARRS1",iPTF,iPTF; Pan-STARRS1,iPTF16gmw,"P48 - CFH12k, PS1 - GPC1",P60 - SED-Machine,1,1,,17.9125,g-PTF,2016-09-24 09:53:16,iPTF_Bot1,,1237679435599250154,6,0.0560155117106038,16.1395621247256,-1.98295548432113,24.1797,23.91816,22.32292,20.76073,19.78746,0,0.8537343,0.3700693,0.1413894,0.05665927,0.07905222,0
15162,SN 2016gok,218.17275,52.08079,SN Ia,0.086,,,GaiaAlerts,,GaiaAlerts,Gaia16bjx,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,18.82,G-Gaia,2016-09-23 18:27:21,Gaia_Bot1,,1237661386532585615,3,0.0255971604938348,218.17233194483,52.0811305861038,19.65417,18.43597,17.99779,17.70976,17.74923,0.071733,0.07550684,0.01293437,0.01274125,0.01415812,0.04905081,0.023321
15107,SN 2016gmh,14.02746,14.34574,SN Ia,0.08389,,,"Pan-STARRS1, iPTF",iPTF,iPTF; Pan-STARRS1,PS16enk,"P48 - CFH12k, PS1 - GPC1",P60 - SED-Machine,1,1,,19.08,w-PS1,2016-10-06 11:08:09,PS1_Bot1,,1237653651304022199,3,0.0562760147727672,14.0282355821348,14.346301357,18.58826,17.28807,16.67812,16.27393,16.04011,0.079699,0.0369896,0.006781549,0.005798373,0.005910764,0.01548396,0.01387
15101,SN 2016gmb,8.68612,-6.15955,SN Ia,0.058,GALEXASC J003445.02-060936.8,,PTSS,PESSTO,PTSS,PTSS-16oqc,CNEOST - STA1600,ESO-NTT - EFOSC2-NTT,1,1,,17.9,r-Sloan,2016-09-23 15:58:27,Li,,1237679321776128214,3,0.0690431686762335,8.68720534854799,-6.1599496705221,20.42851,18.64369,18.15514,17.86342,17.73354,0.064954,0.1571428,0.01560999,0.01447966,0.01612801,0.04740279,0.025509
15099,SN 2016glz,1.47329,8.43016,SN Ia,0.02,,,"iPTF, Pan-STARRS1",iPTF,iPTF; Pan-STARRS1,iPTF16glz,"P48 - CFH12k, PS1 - GPC1, Other - Other",P60 - SED-Machine,1,1,,17.8559,R-PTF,2016-09-23 10:27:50,iPTF_Bot1,,1237669519053095479,3,0.00650773863350205,1.47318036521892,8.43015837990709,23.86082,21.6171,21.09064,20.99527,20.67951,0.18649,1.161146,0.07887636,0.07016502,0.1021152,0.2503701,0.077738
15088,SN 2016glo,39.93062,-16.00229,SN Ib/c,0.055,,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16ekc,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.71,i-Sloan,2016-09-22 12:44:38,PS1_Bot1,,1237667246478852141,6,0.0799212660580418,39.9319444357728,-16.0018982656781,22.50655,23.09124,22.36186,22.42093,22.81115,0,0.26599,0.1979953,0.1501096,0.2393724,0.5925126,0
15089,SN 2016glp,354.05838,23.69594,SN Ia,0.087,,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16ejp,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.49,i-Sloan,2016-09-19 12:02:52,PS1_Bot1,,1237678540090048528,3,0.0102753188104843,354.058240659477,23.6958257702894,18.80106,17.46264,16.89517,16.54866,16.33495,0.062926,0.04339083,0.009317196,0.007366397,0.008703532,0.0202246,0.016038
15062,SN 2016gko,260.23979,24.9098,SN Ia,0.06,,,GaiaAlerts,NUTS,GaiaAlerts,Gaia16bji,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,18.1,G-Gaia,2016-09-20 23:47:02,Gaia_Bot1,,1237655373581451832,3,0.0045042330963281,260.239829615793,24.9098659135321,21.58575,19.21804,18.35804,17.8744,17.56707,0.104842,0.2489767,0.01542309,0.01093115,0.01090533,0.02730498,0.029722
15044,SN 2016gjw,127.38783,29.98212,SN Ia,0.065,,,"GaiaAlerts, iPTF",iPTF,GaiaAlerts; iPTF,Gaia16biv,"Gaia - Gaia-photometric, P48 - CFH12k",P60 - SED-Machine,1,1,,18.74,G-Gaia,2016-09-19 03:17:16,Gaia_Bot1,,1237660343391944908,3,0.0758284899241592,127.387451249697,29.9808995156082,17.99645,16.68133,16.05672,15.68964,15.44906,0.060647,0.02209907,0.004167282,0.003900778,0.00412149,0.01103889,0.014424
15007,SN 2016gil,122.55712,33.95713,SN II,0.018,,,"GaiaAlerts, Pan-STARRS1",,GaiaAlerts; Pan-STARRS1,Gaia16bic,"Gaia - Gaia-photometric, PS1 - GPC1",LT - SPRAT,1,1,,18,G-Gaia,2016-09-17 07:30:43,Gaia_Bot1,,1237674365920739469,3,0.0252607403597305,122.557229957959,33.9567189854623,24.63466,22.21457,20.40482,20.79212,22.8269,-9999,1.070751,0.1298108,0.03589189,0.06206139,0.552775,-9999
14938,SN 2016gfu,2.65183,-6.63582,SN IIP,0.027,,,"ATLAS, Pan-STARRS1, GaiaAlerts",PESSTO,ATLAS; GaiaAlerts; Pan-STARRS1,ATLAS16crz,"ATLAS1 - ACAM1, PS1 - GPC1, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,18.24,cyan-ATLAS,2016-09-08 11:25:26,ATLAS_Bot1,,1237680243599016119,6,0.0653463792177838,2.65200926077189,-6.63689445210914,25.3031,23.46656,24.65582,24.3618,22.8269,0,1.366568,0.3536764,0.8844585,0.9518567,0.8525873,0
14935,SN 2016gfr,274.89821,23.78589,SN Ia,0.014,PGC 1693718,,POSS,,POSS,,Other - Other,Other - Other,1,1,,17.6,Clear-,2016-09-12 05:22:23,Puckett,,1237666211931226719,3,0.0815291662601076,274.898631331311,23.7871929767213,17.43004,15.55589,14.73431,14.3123,14.05477,0.02924,0.01847797,0.002768158,0.002341901,0.002358144,0.004289776,0.014091
14912,SN 2016geu,316.06608,-6.34014,SN Ia,0.409,,,iPTF,iPTF,iPTF,iPTF16geu,P48 - CFH12k,P60 - SED-Machine,1,1,2016-10-09,19.5558,R-PTF,2016-09-11 07:26:24,iPTF_Bot1,,1237652600099766377,3,0.00988911180083471,316.066225275275,-6.34021948344564,22.78354,20.51437,19.16245,18.45949,18.00251,0.227102,0.5230345,0.03207196,0.01501819,0.01193936,0.03168776,0.045142
14899,SN 2016geh,19.82496,44.12347,SN Ia,0.1033,,,iPTF,iPTF,iPTF,iPTF16geh,P48 - CFH12k,P60 - SED-Machine,1,1,2016-10-27,19.383,R-PTF,2016-09-10 11:54:14,iPTF_Bot1,,1237673073137747178,3,0.0251280198132035,19.824462641048,44.1236889235691,20.05893,19.1522,18.7561,18.48543,18.55492,0.12681,0.07949249,0.0156229,0.01632807,0.01717847,0.06069068,0.029057
14885,SN 2016gdt,328.09396,3.42181,SN Ia-91bg-like,0.028907,IC 1407,,"ISSP, Pan-STARRS1",Padova-Asiago,ISSP; Pan-STARRS1,,"Other - Other, PS1 - GPC1",Ekar - AFOSC,1,1,,18.3,Clear-,2016-09-08 23:31:12,Ciabattari,,1237666184555331842,6,0.0140123622362894,328.094108432568,3.4219905184301,24.41995,24.52143,24.0351,23.23927,21.15296,0,0.9447554,0.531255,0.5315704,0.4266401,0.2885976,0
14890,SN 2016gdy,343.21767,-6.10801,SN Ia,0.07,,,iPTF,iPTF,iPTF,iPTF16gdy,P48 - CFH12k,NOT - ALFOSC,1,1,2016-09-29,18.525,R-PTF,2016-09-10 08:54:14,iPTF_Bot1,,1237680243590561978,3,0.0371873953211727,343.217527663218,-6.10861341460347,19.21346,18.10124,17.56231,17.2278,17.02363,0.091419,0.06575415,0.009273286,0.008789234,0.009750813,0.02797141,0.026075
14878,SN 2016gdm,1.89187,31.94873,SN Ia,0.073,,,"iPTF, Pan-STARRS1",iPTF,iPTF; Pan-STARRS1,iPTF16gdm,"P48 - CFH12k, PS1 - GPC1",P60 - SED-Machine,1,1,,18.9662,R-PTF,2016-09-09 12:07:12,iPTF_Bot1,,1237680477657039199,6,0.0143895811379918,1.89198884205916,31.9485124042041,25.08922,23.20879,22.14582,23.12692,22.94343,0,0.9413298,0.228681,0.1484532,0.4596296,0.6651717,0
14851,SN 2016gcl,354.48592,27.27715,SN Ia-91T-like,0.028,AGC 331536,0.027999,"ASAS-SN, GaiaAlerts","ASAS-SN, Padova-Asiago",ASAS-SN; GaiaAlerts,ASASSN-16ke,"ASASSN-1 - Brutus, Gaia - Gaia-photometric","LT - SPRAT, Ekar - AFOSC",1,1,,17,V-Johnson,2016-09-08 08:38:24,Brown,,1237680276868367001,3,0.00966864007385438,354.486078777358,27.2772277957191,20.13721,18.79086,18.3176,18.09169,17.89965,0.047542,0.1299937,0.01369123,0.01548748,0.01818221,0.06651836,0.024724
14819,SN 2016gbf,9.98137,14.86955,SN Ia,0.11,,,"iPTF, Pan-STARRS1",iPTF,iPTF; Pan-STARRS1,iPTF16gbf,"P48 - CFH12k, PS1 - GPC1",P60 - SED-Machine,1,1,,19.993,g-PTF,2016-09-08 10:45:07,iPTF_Bot1,,1237653651839189458,3,0.00135490744988176,9.9813683868008,14.8695274721008,21.52405,20.47006,19.9875,19.56573,19.56753,0.13165,0.1927606,0.04047443,0.03825925,0.0394013,0.1568736,0.037625
14774,SN 2016fzm,329.32596,3.13809,SN Ia,0.09,,,iPTF,iPTF,iPTF,iPTF16fzm,P48 - CFH12k,P60 - SED-Machine,1,1,2016-09-29,20.6531,R-PTF,2016-09-07 07:56:38,iPTF_Bot1,,1237678598613958892,3,0.0302904442655264,329.325771937378,3.13762138225293,19.20442,18.09299,17.48239,17.08786,16.85458,0.112414,0.05105983,0.008083008,0.006999594,0.007420622,0.01980105,0.02216
14795,SN 2016gah,333.40821,29.13827,SN Ia,0.09,,,"iPTF, Pan-STARRS1",iPTF,iPTF; Pan-STARRS1,iPTF16gah,"P48 - CFH12k, PS1 - GPC1",Keck1 - LRIS,1,1,,20.1567,R-PTF,2016-09-08 08:39:50,iPTF_Bot1,,1237680328946943608,3,0.00752491790059515,333.408209666038,29.1381445850409,23.26753,21.42607,20.96419,20.56484,20.19961,0.150522,0.6295184,0.05141126,0.05663701,0.07310569,0.1778692,0.081305
14662,SN 2016fvf,345.01775,17.84817,SN Ia,0.04,SDSS J230003.74+175047.3,,"PTSS, iPTF, Pan-STARRS1",iPTF,iPTF; Pan-STARRS1; PTSS,PTSS-16nqb,"P48 - CFH12k, CNEOST - STA1600, PS1 - GPC1","P60 - SED-Machine, FTS - FLOYDS-S",1,1,,18.067,r-Sloan,2016-09-08 15:50:51,Li,,1237680245197504813,3,0.0486543188893709,345.018594885812,17.8480661149121,22.64601,21.32146,21.7706,21.50381,22.5409,0.0133,0.5628105,0.06309794,0.1509698,0.1706282,1.07692,0.077709
14729,SN 2016fxu,28.49571,-0.75055,SN Ic,0.016,,,Pan-STARRS1,,Pan-STARRS1,PS16efm,PS1 - GPC1,SALT - RSS,1,1,,20.5,w-PS1,2016-08-27 13:36:28,PS1_Bot1,,1237663783136133145,3,0.0574600233368433,28.4966247009689,-0.750266112985243,15.90313,14.79639,14.38841,14.2002,14.09067,0.012977,0.008122124,0.002738456,0.002959444,0.004327295,0.006995289,0.006563
14623,SN 2016fts,31.71317,14.72256,SN Ia,0.03,IC 1780,0.034757,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16jw,ASASSN-1 - Brutus,ESO-NTT - EFOSC2-NTT,1,1,,17,V-Johnson,2016-09-05 12:00:00,Stanek,,1237670961618419983,3,0.0387754815125119,31.7131702044627,14.721913742005,16.8904,15.45454,14.73065,14.3387,14.05479,0.036306,0.01501129,0.002847185,0.002451625,0.002469658,0.003982033,0.010808
14566,SN 2016frp,5.38558,-5.95675,SN Ib-pec,0.027,GALEXASC J002132.53-055728.4,,PTSS,PTSS,PTSS,PTSS-16mvz,CNEOST - STA1600,BAO-2.16m - Phot-spec,1,1,,18.5,r-Sloan,2016-08-27 18:36:59,Li,,1237679076980818018,3,0.0116592162229056,5.38548874222022,-5.95657818011363,18.41638,17.59232,17.36429,17.22791,17.2862,0.048699,0.04086243,0.008846646,0.01053899,0.01370284,0.05137611,0.030816
14484,SN 2016foo,19.72167,9.95986,SN II,0.05,,,iPTF,iPTF,iPTF,iPTF16foo,P48 - CFH12k,P60 - SED-Machine,1,1,2016-09-11,19.072,g-PTF,2016-08-30 12:23:02,iPTF_Bot1,,1237678833759551609,3,0.0119956238490131,19.7216293275848,9.95966412741221,17.9375,16.67776,16.12218,15.79049,15.52758,0.04494,0.03561949,0.00478425,0.004897425,0.004926009,0.01456591,0.008769
14487,SN 2016for,327.04392,26.47542,SN Ia,0.07,,,"iPTF, Pan-STARRS1",iPTF,iPTF; Pan-STARRS1,iPTF16for,"P48 - CFH12k, PS1 - GPC1",P60 - SED-Machine,1,1,,19.516,R-PTF,2016-08-31 06:05:45,iPTF_Bot1,,1237680473899729150,3,0.06430778975223,327.043844743005,26.474350322612,19.96594,17.9036,16.95817,16.48159,16.13407,0.068769,0.07149564,0.006836856,0.005111175,0.004857723,0.01072897,0.010096
14472,SN 2016foc,0.03892,-1.25571,SN Ia,0.08,,,iPTF,iPTF,iPTF,iPTF16foc,P48 - CFH12k,P60 - SED-Machine,1,1,2016-09-15,18.6583,R-PTF,2016-08-30 10:16:19,iPTF_Bot1,,1237663275780276839,3,0.0306750130442506,0.038612642549964,-1.25611859951744,23.70756,21.95761,21.43825,21.47043,20.28353,0.389877,1.288518,0.1618088,0.1451704,0.2385185,0.306516,0.122787
14469,SN 2016foa,16.46821,8.21465,SN II,0.04,,,"iPTF, Pan-STARRS1",iPTF,iPTF; Pan-STARRS1,iPTF16foa,"P48 - CFH12k, PS1 - GPC1",P60 - SED-Machine,1,1,,19.832,g-PTF,2016-08-30 12:04:19,iPTF_Bot1,,1237669768161132788,3,0.0475585702048392,16.4677677795049,8.21531084522241,19.81701,24.53641,24.09215,23.22275,21.49037,-9999,0.1728103,3.608386,3.937689,3.203638,2.594573,-9999
14454,AT 2016fnl,7.48767,32.89375,TDE,0.016328,,,iPTF,iPTF,iPTF,iPTF16fnl,P48 - CFH12k,P60 - SED-Machine,1,1,2016-08-31,17.2273,R-PTF,2016-08-29 10:09:07,iPTF_Bot1,,1237673073131323413,3,0.00444677103970358,7.48771646989468,32.8936869907247,17.00485,15.49088,14.91308,14.58503,14.36301,0.024351,0.01193433,0.002849721,0.002625896,0.00263434,0.004092851,0.007016
14443,SN 2016fnb,344.61992,-10.55581,SN IIP,0.025019,FGC 2436,0.025,"PTSS, Pan-STARRS1",PTSS,Pan-STARRS1; PTSS,PTSS-16mxs,"CNEOST - STA1600, PS1 - GPC1",BAO-2.16m - Phot-spec,1,1,,19,r-Sloan,2016-08-28 16:34:24,Li,,1237656536979472521,6,0.0236195901202608,344.620090454419,-10.5561662140624,22.19609,22.02648,22.03829,21.95456,22.8269,0,0.334512,0.1250167,0.1852386,0.2330066,0.9772869,0
14410,SN 2016flu,356.7985,10.08321,SN Ia,0.034,SDSS J234711.91+100459.8,,"ASAS-SN, Pan-STARRS1",Padova-Asiago,ASAS-SN; Pan-STARRS1,ASASSN-16jj,"ASASSN-1 - Brutus, PS1 - GPC1",Ekar - AFOSC,1,1,,17.1,V-Johnson,2016-08-27 13:40:47,Stanek,,1237678906781139080,3,0.0686908393025986,356.79966056217,10.0832811123196,18.36715,17.09506,16.6029,16.30877,16.18313,0.047652,0.05354197,0.006910621,0.008088425,0.009225581,0.03126732,0.010494
14406,SN 2016flq,7.15212,-1.55087,SN Ic,0.06,,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16elf,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.71,w-PS1,2016-09-26 09:37:26,PS1_Bot1,,1237679436132188266,3,0.063708287724826,7.15131476966474,-1.55017753465082,18.60058,17.30645,16.65582,16.26849,16.00443,0.076974,0.04267738,0.006665041,0.005700011,0.006074824,0.01539599,0.01724
14411,SN 2016flv,341.37483,-7.33532,SN Ia,, APMUKS(BJ) B224253.45-073553.1,,PTSS,PTSS,PTSS,PTSS-16mvt,CNEOST - STA1600,BAO-2.16m - Phot-spec,1,1,,17.5,r-Sloan,2016-08-27 16:00:50,Li,,1237680262918439167,3,0.0555648578192289,341.375494805662,-7.33466972058322,20.02486,18.81924,18.47797,18.31819,18.17231,0.037704,0.1300515,0.01671503,0.01879613,0.02465326,0.07697968,0.019619
14404,SN 2016flo,2.77642,2.08726,SN Ia,0.065,,,iPTF,iPTF,iPTF,iPTF16flo,P48 - CFH12k,P60 - SED-Machine,1,1,2016-09-02,18.443,R-PTF,2016-08-27 10:29:16,iPTF_Bot1,,1237678618492797072,3,0.0655095389383591,2.7768318839901,2.08827126652198,23.28547,22.53045,22.00437,21.91989,21.95388,0.294014,0.4730142,0.1093109,0.09217124,0.118888,0.3886145,0.119109
14403,SN 2016fln,7.26896,14.75084,SN Ia,0.06,,,iPTF,iPTF,iPTF,iPTF16fln,P48 - CFH12k,P60 - SED-Machine,1,1,2016-09-15,18.963,R-PTF,2016-08-27 10:48:00,iPTF_Bot1,,1237656495116714113,3,0.00149058111699261,7.26897831667048,14.7508225808894,23.69826,23.57619,24.21184,23.4328,22.0815,0.744777,0.7845508,0.3392787,0.7307363,0.6181253,0.7733325,0.223599
14337,SN 2016fiz,330.04229,18.9632,SN II,0.05,,,iPTF,iPTF,iPTF,iPTF16fiz,P48 - CFH12k,P60 - SED-Machine,1,1,2016-09-06,19.4477,R-PTF,2016-08-26 06:41:45,iPTF_Bot1,,1237680298342547702,3,0.00727387285389568,330.042235965372,18.9630900655293,18.69983,18.51707,18.40414,18.11989,17.69428,0.234375,0.02257639,0.007884527,0.009750276,0.01036763,0.02718293,0.073735
14321,SN 2016fik,351.29962,27.73251,SN Ia,0.11,,,iPTF,iPTF,iPTF,iPTF16fik,P48 - CFH12k,P200 - DBSP,1,1,2016-09-02,19.584,R-PTF,2016-08-25 10:16:19,iPTF_Bot1,,1237666184032878941,3,0.0435357032395638,351.298844856221,27.7327461189227,19.47283,17.32621,16.13824,15.61718,15.18103,0.123097,0.05816646,0.005654606,0.003684589,0.003632421,0.006843979,0.008557
14323,SN 2016fim,359.69458,36.19039,SN Ia,0.088,,,iPTF,iPTF,iPTF,iPTF16fim,P48 - CFH12k,P200 - DBSP,1,1,2016-09-02,19.2642,g-PTF,2016-08-25 11:48:28,iPTF_Bot1,,1237663308525601300,3,0.00795543579617482,359.694744134445,36.190384258907,21.70566,22.41966,21.60284,21.16071,21.77595,0.745702,0.2090755,0.1524019,0.1043916,0.1082663,0.602329,0.129578
14317,SN 2016fig,352.335,22.54141,SN Ia,0.101,,,"iPTF, Pan-STARRS1",iPTF,iPTF; Pan-STARRS1,iPTF16fig,"P48 - CFH12k, PS1 - GPC1",P200 - DBSP,1,1,,19.6773,R-PTF,2016-08-25 10:12:00,iPTF_Bot1,,1237680298888659355,3,0.0287951106912837,352.335393707892,22.5417232020699,22.73407,20.11862,19.55442,19.265,18.91866,0.115769,0.906787,0.03501993,0.03729766,0.04622966,0.1135416,0.072124
14312,SN 2016fib,335.19142,26.58544,SN Ia,0.0806,,,"iPTF, Pan-STARRS1",iPTF,iPTF; Pan-STARRS1,iPTF16fib,"P48 - CFH12k, PS1 - GPC1",P200 - DBSP,1,1,,19.035,g-PTF,2016-08-25 08:13:55,iPTF_Bot1,,1237680529736925910,3,0.0160021814882375,335.191203973373,26.5856238745481,23.01155,23.94156,24.80191,24.36165,22.82699,-9999,0.3684314,0.3804279,0.7088218,0.7074382,0.6846073,-9999
14309,SN 2016fhy,320.699,16.47158,SN Ia,0.1135,,,iPTF,iPTF,iPTF,iPTF16fhy,P48 - CFH12k,P200 - DBSP,1,1,2016-09-02,19.8038,g-PTF,2016-08-25 04:50:52,iPTF_Bot1,,1237678536346043124,3,0.0474582149986251,320.698541435023,16.4709225374519,19.89312,18.75252,18.01752,17.61145,17.32903,0.162304,0.06360398,0.01055536,0.008499931,0.008767206,0.02250568,0.020492
14310,SN 2016fhz,331.85392,20.72144,SN Ia,0.07,,,iPTF,iPTF,iPTF,iPTF16fhz,P48 - CFH12k,P60 - SED-Machine,1,1,2016-09-02,19.338,g-PTF,2016-08-25 08:05:16,iPTF_Bot1,,1237666428829041139,3,0.0532389686815891,331.853195340131,20.7208673407545,24.02172,19.51133,18.75018,18.18406,18.0429,0.144751,5.103719,0.04736834,0.04075094,0.04066248,0.1413013,0.053003
14307,SN 2016fhw,332.33604,26.17155,SN Ia,0.1,,,iPTF,iPTF,iPTF,iPTF16fhw,P48 - CFH12k,P60 - SED-Machine,1,1,2016-09-06,19.458,R-PTF,2016-08-25 06:46:04,iPTF_Bot1,,1237680530272682623,3,0.00186441528930952,332.336048197885,26.171519809997,20.9828,19.14396,18.24585,17.78708,17.45195,0.107307,0.1152358,0.01204737,0.009693762,0.009362896,0.02471989,0.029216
14305,SN 2016fhu,330.76658,11.90207,SN Ia,0.076,2MASX J22030401+1154106,0.076,PTSS,iPTF,PTSS,PTSS-16ncp,CNEOST - STA1600,P200 - DBSP,1,1,,18.6,r-Sloan,2016-08-31 14:27:32,Li,,1237656241159602411,3,0.0576413089610763,330.766823739564,11.9030006129841,19.6076,17.96148,17.27711,16.72061,16.3757,0.070165,0.07282078,0.00789816,0.006481009,0.005837434,0.01282599,0.014985
14304,SN 2016fht,330.57271,29.53478,SN Ia,0.079,,,iPTF,iPTF,iPTF,iPTF16fht,P48 - CFH12k,P200 - DBSP,1,1,2016-09-02,20.159,R-PTF,2016-08-25 06:48:57,iPTF_Bot1,,1237680503428087851,3,0.0284851267531552,330.57317096192,29.53452595737,18.82431,17.57525,16.87975,16.44203,16.19321,0.099933,0.04067861,0.006473668,0.005735838,0.005632884,0.01342885,0.021458
14298,SN 2016fhn,23.66729,55.41898,SN Ic,0.025,,,Pan-STARRS1,Padova-Asiago,Pan-STARRS1,PS16dyl,PS1 - GPC1,Ekar - AFOSC,1,1,,19.56,i-Sloan,2016-08-21 13:32:09,PS1_Bot1,,1237666216235499542,3,0.0331850208761769,23.6663950550552,55.4191988493447,21.84647,20.65003,20.05239,20.47994,20.78421,0.078954,0.2582686,0.04218819,0.03317741,0.07686054,0.3246267,0.046814
14240,SN 2016ffh,227.95617,46.25089,SN Ia,0.018,,,"ATLAS, GaiaAlerts",Padova-Asiago,ATLAS; GaiaAlerts,ATLAS16cpu,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",Ekar - AFOSC,1,1,,18.5,orange-ATLAS,2016-08-17 06:34:33,ATLAS_Bot1,,1237659132212412552,6,0.0745004824080629,227.957450573197,46.2517604166398,23.49192,22.72253,21.14156,20.48749,20.15774,0,0.6198927,0.1550132,0.0623891,0.04208272,0.1186788,0
